Transaction_ID,PR_ID,PO_ID,GR_ID,Invoice_ID,Vendor_ID,Vendor_Name,Category,Department,Quantity,Unit_Price,Total_Amount,PR_Date,PO_Date,Expected_Delivery,GR_Date,Invoice_Date,Payment_Date,PO_Cycle_Days,Delivery_Cycle_Days,Invoice_Cycle_Days,Payment_Cycle_Days,E2E_Cycle_Days,On_Time_Delivery,Invoice_Exception,Month,Month_Num,Quarter
TXN0318,PR0318,PO0318,GR0318,INV0318,V006,AlphaGoods Pvt Ltd,Logistics,Logistics,33,27514.61,907982.13,2024-06-24,2024-06-27,2024-07-25,2024-07-30,2024-08-01,2024-09-25,3,33,2,55,93,False,False,Jun,6,Q2
TXN0319,PR0319,PO0319,GR0319,INV0319,V006,AlphaGoods Pvt Ltd,Maintenance,Operations,42,6304.09,264771.78,2024-03-06,2024-03-12,2024-03-26,2024-03-28,2024-03-31,2024-05-20,6,16,3,50,75,False,False,Mar,3,Q1
TXN0320,PR0320,PO0320,GR0320,INV0320,V008,CoreTrade Inc,Maintenance,HR,8,20409.85,163278.8,2024-07-09,2024-07-19,2024-08-13,2024-08-23,2024-08-24,2024-10-24,10,35,1,61,107,False,False,Jul,7,Q3
TXN0321,PR0321,PO0321,GR0321,INV0321,V009,BrightSource Co,Office Supplies,R&D,20,2182.91,43658.2,2024-09-13,2024-09-16,2024-09-27,2024-10-07,2024-10-10,2024-12-03,3,21,3,54,81,False,False,Sep,9,Q3
TXN0322,PR0322,PO0322,GR0322,INV0322,V002,GlobalProcure Inc,Professional Services,Operations,32,79873.3,2555945.6,2024-03-14,2024-03-17,2024-04-03,2024-04-05,2024-04-06,2024-05-22,3,19,1,46,69,False,False,Mar,3,Q1
TXN0323,PR0323,PO0323,GR0323,INV0323,V008,CoreTrade Inc,Consumables,Operations,49,7907.65,387474.85,2024-03-27,2024-03-30,2024-04-25,2024-04-25,2024-04-29,2024-07-08,3,26,4,70,103,True,False,Mar,3,Q1
TXN0324,PR0324,PO0324,GR0324,INV0324,V009,BrightSource Co,IT Equipment,Finance,13,113638.97,1477306.61,2024-07-15,2024-07-16,2024-08-02,2024-08-07,2024-08-12,2024-09-21,1,22,5,40,68,False,False,Jul,7,Q3
TXN0325,PR0325,PO0325,GR0325,INV0325,V005,NexaVendors Corp,Logistics,Marketing,9,12703.12,114328.08,2024-05-07,2024-05-16,2024-06-10,2024-06-10,2024-06-11,2024-07-15,9,25,1,34,69,True,False,May,5,Q2
TXN0326,PR0326,PO0326,GR0326,INV0326,V007,ZenithSupplies Ltd,Utilities,Marketing,44,29886.81,1315019.64,2024-05-28,2024-06-03,2024-06-25,2024-06-25,2024-06-27,2024-08-03,6,22,2,37,67,True,False,May,5,Q2
TXN0327,PR0327,PO0327,GR0327,INV0327,V003,SwiftLogistics Co,Logistics,Procurement,14,60055.75,840780.5,2024-01-10,2024-01-20,2024-02-12,2024-02-12,2024-02-15,2024-03-12,10,23,3,26,62,True,False,Jan,1,Q1
TXN0328,PR0328,PO0328,GR0328,INV0328,V010,Pinnacle Supplies,Maintenance,Finance,4,27492.89,109971.56,2024-07-11,2024-07-12,2024-07-20,2024-07-22,2024-07-26,2024-08-23,1,10,4,28,43,False,False,Jul,7,Q3
TXN0329,PR0329,PO0329,GR0329,INV0329,V004,PrimeMaterials Ltd,Utilities,Operations,45,22143.5,996457.5,2024-05-09,2024-05-10,2024-05-26,2024-05-26,2024-05-27,2024-07-29,1,16,1,63,81,True,False,May,5,Q2
TXN0330,PR0330,PO0330,GR0330,INV0330,V009,BrightSource Co,Software Licenses,IT,47,65592.82,3082862.54,2024-03-11,2024-03-16,2024-03-26,2024-03-31,2024-04-04,2024-05-20,5,15,4,46,70,False,False,Mar,3,Q1
TXN0331,PR0331,PO0331,GR0331,INV0331,V006,AlphaGoods Pvt Ltd,Marketing,Procurement,46,53892.7,2479064.2,2024-05-14,2024-05-17,2024-05-25,2024-05-27,2024-05-29,2024-07-23,3,10,2,55,70,False,False,May,5,Q2
TXN0332,PR0332,PO0332,GR0332,INV0332,V001,TechSupply Pvt Ltd,Logistics,Finance,43,11675.21,502034.03,2024-06-18,2024-06-20,2024-07-15,2024-07-17,2024-07-19,2024-08-15,2,27,2,27,58,False,False,Jun,6,Q2
TXN0333,PR0333,PO0333,GR0333,INV0333,V008,CoreTrade Inc,Maintenance,Procurement,19,12772.63,242679.97,2024-02-21,2024-02-22,2024-03-03,2024-03-08,2024-03-15,2024-05-18,1,15,7,64,87,False,True,Feb,2,Q1
TXN0334,PR0334,PO0334,GR0334,INV0334,V002,GlobalProcure Inc,Professional Services,R&D,7,173224.26,1212569.82,2024-07-03,2024-07-04,2024-07-11,2024-07-16,2024-07-22,2024-09-10,1,12,6,50,69,False,False,Jul,7,Q3
TXN0335,PR0335,PO0335,GR0335,INV0335,V002,GlobalProcure Inc,Utilities,HR,24,25374.11,608978.64,2024-07-02,2024-07-05,2024-07-15,2024-07-15,2024-07-19,2024-09-09,3,10,4,52,69,True,False,Jul,7,Q3
TXN0336,PR0336,PO0336,GR0336,INV0336,V002,GlobalProcure Inc,Software Licenses,Operations,9,72655.29,653897.61,2024-09-01,2024-09-02,2024-09-14,2024-09-14,2024-09-19,2024-11-12,1,12,5,54,72,True,False,Sep,9,Q3
TXN0337,PR0337,PO0337,GR0337,INV0337,V006,AlphaGoods Pvt Ltd,Consumables,R&D,40,773.75,30950.0,2024-04-02,2024-04-05,2024-04-27,2024-05-07,2024-05-08,2024-07-01,3,32,1,54,90,False,False,Apr,4,Q2
TXN0338,PR0338,PO0338,GR0338,INV0338,V006,AlphaGoods Pvt Ltd,Office Supplies,HR,1,3581.93,3581.93,2024-01-24,2024-02-02,2024-03-03,2024-03-05,2024-03-10,2024-04-29,9,32,5,50,96,False,False,Jan,1,Q1
TXN0339,PR0339,PO0339,GR0339,INV0339,V007,ZenithSupplies Ltd,Marketing,IT,43,89385.02,3843555.86,2024-09-22,2024-09-30,2024-10-18,2024-10-20,2024-10-26,2024-11-21,8,20,6,26,60,False,False,Sep,9,Q3
TXN0340,PR0340,PO0340,GR0340,INV0340,V008,CoreTrade Inc,Raw Materials,Logistics,11,4668.4,51352.4,2024-01-06,2024-01-14,2024-01-31,2024-01-31,2024-02-03,2024-04-05,8,17,3,62,90,True,True,Jan,1,Q1
TXN0341,PR0341,PO0341,GR0341,INV0341,V002,GlobalProcure Inc,Software Licenses,Procurement,30,49977.0,1499310.0,2024-07-12,2024-07-22,2024-08-12,2024-08-10,2024-08-14,2024-09-26,10,19,4,43,76,True,False,Jul,7,Q3
TXN0342,PR0342,PO0342,GR0342,INV0342,V007,ZenithSupplies Ltd,IT Equipment,IT,27,19837.31,535607.37,2024-09-11,2024-09-20,2024-09-27,2024-10-02,2024-10-09,2024-11-12,9,12,7,34,62,False,False,Sep,9,Q3
TXN0343,PR0343,PO0343,GR0343,INV0343,V008,CoreTrade Inc,Marketing,Procurement,22,48694.36,1071275.92,2024-09-17,2024-09-18,2024-10-02,2024-10-07,2024-10-10,2024-12-19,1,19,3,70,93,False,False,Sep,9,Q3
TXN0344,PR0344,PO0344,GR0344,INV0344,V002,GlobalProcure Inc,Utilities,IT,49,21472.76,1052165.24,2024-07-05,2024-07-06,2024-07-23,2024-07-23,2024-07-29,2024-09-16,1,17,6,49,73,True,False,Jul,7,Q3
TXN0345,PR0345,PO0345,GR0345,INV0345,V001,TechSupply Pvt Ltd,Professional Services,IT,11,108635.99,1194995.89,2024-09-24,2024-10-01,2024-10-11,2024-10-11,2024-10-13,2024-11-19,7,10,2,37,56,True,False,Sep,9,Q3
TXN0346,PR0346,PO0346,GR0346,INV0346,V006,AlphaGoods Pvt Ltd,Utilities,Procurement,7,23928.73,167501.11,2024-04-20,2024-04-21,2024-05-18,2024-05-23,2024-05-28,2024-07-21,1,32,5,54,92,False,False,Apr,4,Q2
TXN0347,PR0347,PO0347,GR0347,INV0347,V008,CoreTrade Inc,Consumables,Operations,1,5538.46,5538.46,2024-08-22,2024-08-23,2024-09-16,2024-09-26,2024-10-03,2024-12-02,1,34,7,60,102,False,False,Aug,8,Q3
TXN0348,PR0348,PO0348,GR0348,INV0348,V007,ZenithSupplies Ltd,Raw Materials,IT,43,30426.76,1308350.68,2024-03-29,2024-04-04,2024-04-27,2024-05-02,2024-05-06,2024-06-07,6,28,4,32,70,False,False,Mar,3,Q1
TXN0349,PR0349,PO0349,GR0349,INV0349,V005,NexaVendors Corp,Software Licenses,Marketing,29,82431.71,2390519.59,2024-05-20,2024-05-23,2024-06-12,2024-06-14,2024-06-20,2024-07-25,3,22,6,35,66,False,False,May,5,Q2
TXN0350,PR0350,PO0350,GR0350,INV0350,V010,Pinnacle Supplies,Logistics,Procurement,46,26793.46,1232499.16,2024-04-21,2024-04-27,2024-05-25,2024-05-25,2024-05-31,2024-06-30,6,28,6,30,70,True,False,Apr,4,Q2
TXN0351,PR0351,PO0351,GR0351,INV0351,V002,GlobalProcure Inc,Marketing,Marketing,49,47450.63,2325080.87,2024-09-14,2024-09-22,2024-10-17,2024-10-19,2024-10-25,2024-12-13,8,27,6,49,90,False,False,Sep,9,Q3
TXN0352,PR0352,PO0352,GR0352,INV0352,V001,TechSupply Pvt Ltd,IT Equipment,IT,25,34619.11,865477.75,2024-08-04,2024-08-05,2024-08-18,2024-08-18,2024-08-25,2024-09-28,1,13,7,34,55,True,False,Aug,8,Q3
TXN0353,PR0353,PO0353,GR0353,INV0353,V005,NexaVendors Corp,Raw Materials,Finance,14,37926.1,530965.4,2024-05-08,2024-05-09,2024-05-27,2024-06-01,2024-06-02,2024-07-04,1,23,1,32,57,False,False,May,5,Q2
TXN0354,PR0354,PO0354,GR0354,INV0354,V001,TechSupply Pvt Ltd,Logistics,HR,25,34066.6,851665.0,2024-07-18,2024-07-24,2024-08-17,2024-08-15,2024-08-21,2024-09-29,6,22,6,39,73,True,False,Jul,7,Q3
TXN0355,PR0355,PO0355,GR0355,INV0355,V004,PrimeMaterials Ltd,Professional Services,Procurement,19,100786.69,1914947.11,2024-04-25,2024-04-27,2024-05-09,2024-05-19,2024-05-25,2024-07-31,2,22,6,67,97,False,False,Apr,4,Q2
TXN0356,PR0356,PO0356,GR0356,INV0356,V009,BrightSource Co,Software Licenses,HR,17,21705.99,369001.83,2024-01-21,2024-01-31,2024-02-15,2024-02-13,2024-02-17,2024-04-01,10,13,4,44,71,True,False,Jan,1,Q1
TXN0357,PR0357,PO0357,GR0357,INV0357,V010,Pinnacle Supplies,Raw Materials,Marketing,4,38909.39,155637.56,2024-01-21,2024-01-31,2024-02-28,2024-02-28,2024-03-06,2024-04-11,10,28,7,36,81,True,False,Jan,1,Q1
TXN0358,PR0358,PO0358,GR0358,INV0358,V003,SwiftLogistics Co,Professional Services,Procurement,34,32271.76,1097239.84,2024-02-07,2024-02-16,2024-02-28,2024-02-28,2024-03-04,2024-04-09,9,12,5,36,62,True,False,Feb,2,Q1
TXN0359,PR0359,PO0359,GR0359,INV0359,V006,AlphaGoods Pvt Ltd,Logistics,Marketing,24,27018.08,648433.92,2024-04-23,2024-05-03,2024-05-26,2024-05-26,2024-05-31,2024-07-10,10,23,5,40,78,True,False,Apr,4,Q2
TXN0360,PR0360,PO0360,GR0360,INV0360,V004,PrimeMaterials Ltd,Professional Services,Logistics,42,130466.2,5479580.4,2024-02-28,2024-03-09,2024-03-23,2024-04-02,2024-04-08,2024-06-14,10,24,6,67,107,False,False,Feb,2,Q1
TXN0361,PR0361,PO0361,GR0361,INV0361,V009,BrightSource Co,Software Licenses,HR,47,35454.61,1666366.67,2024-02-28,2024-03-08,2024-03-26,2024-03-28,2024-04-02,2024-05-13,9,20,5,41,75,False,False,Feb,2,Q1
TXN0362,PR0362,PO0362,GR0362,INV0362,V009,BrightSource Co,Logistics,Marketing,6,76115.89,456695.34,2024-05-31,2024-06-03,2024-06-27,2024-06-29,2024-07-05,2024-08-20,3,26,6,46,81,False,True,May,5,Q2
TXN0363,PR0363,PO0363,GR0363,INV0363,V009,BrightSource Co,Office Supplies,Procurement,45,4417.46,198785.7,2024-08-05,2024-08-12,2024-09-08,2024-09-13,2024-09-14,2024-10-28,7,32,1,44,84,False,False,Aug,8,Q3
TXN0364,PR0364,PO0364,GR0364,INV0364,V001,TechSupply Pvt Ltd,Utilities,Marketing,6,6831.2,40987.2,2024-01-13,2024-01-16,2024-01-31,2024-02-02,2024-02-07,2024-03-11,3,17,5,33,58,False,False,Jan,1,Q1
TXN0365,PR0365,PO0365,GR0365,INV0365,V007,ZenithSupplies Ltd,Software Licenses,Logistics,28,38476.38,1077338.64,2024-07-27,2024-08-03,2024-08-31,2024-08-31,2024-09-01,2024-09-28,7,28,1,27,63,True,False,Jul,7,Q3
TXN0366,PR0366,PO0366,GR0366,INV0366,V009,BrightSource Co,Office Supplies,Marketing,7,1591.22,11138.54,2024-01-24,2024-01-29,2024-02-24,2024-02-22,2024-02-29,2024-04-21,5,24,7,52,88,True,False,Jan,1,Q1
TXN0367,PR0367,PO0367,GR0367,INV0367,V003,SwiftLogistics Co,IT Equipment,Logistics,35,44681.87,1563865.45,2024-07-21,2024-07-28,2024-08-21,2024-08-21,2024-08-27,2024-10-02,7,24,6,36,73,True,False,Jul,7,Q3
TXN0368,PR0368,PO0368,GR0368,INV0368,V002,GlobalProcure Inc,Marketing,Operations,3,8563.34,25690.02,2024-01-06,2024-01-16,2024-02-04,2024-02-06,2024-02-07,2024-03-29,10,21,1,51,83,False,False,Jan,1,Q1
TXN0369,PR0369,PO0369,GR0369,INV0369,V003,SwiftLogistics Co,Software Licenses,Operations,12,29870.92,358451.04,2024-04-18,2024-04-23,2024-05-06,2024-05-06,2024-05-12,2024-06-07,5,13,6,26,50,True,False,Apr,4,Q2
TXN0370,PR0370,PO0370,GR0370,INV0370,V005,NexaVendors Corp,Marketing,IT,43,15544.63,668419.09,2024-08-24,2024-08-26,2024-09-08,2024-09-10,2024-09-14,2024-10-20,2,15,4,36,57,False,False,Aug,8,Q3
TXN0371,PR0371,PO0371,GR0371,INV0371,V005,NexaVendors Corp,Logistics,IT,40,10235.67,409426.8,2024-03-06,2024-03-10,2024-03-27,2024-03-27,2024-03-30,2024-05-03,4,17,3,34,58,True,False,Mar,3,Q1
TXN0372,PR0372,PO0372,GR0372,INV0372,V006,AlphaGoods Pvt Ltd,Consumables,Marketing,28,2102.08,58858.24,2024-03-19,2024-03-25,2024-04-08,2024-04-13,2024-04-19,2024-06-11,6,19,6,53,84,False,False,Mar,3,Q1
TXN0373,PR0373,PO0373,GR0373,INV0373,V006,AlphaGoods Pvt Ltd,Professional Services,Operations,31,103312.71,3202694.01,2024-05-21,2024-05-27,2024-06-12,2024-06-12,2024-06-13,2024-07-25,6,16,1,42,65,True,False,May,5,Q2
TXN0374,PR0374,PO0374,GR0374,INV0374,V005,NexaVendors Corp,Raw Materials,Procurement,47,44430.46,2088231.62,2024-05-23,2024-05-25,2024-06-24,2024-06-22,2024-06-23,2024-07-18,2,28,1,25,56,True,False,May,5,Q2
TXN0375,PR0375,PO0375,GR0375,INV0375,V001,TechSupply Pvt Ltd,Consumables,Procurement,36,2975.86,107130.96,2024-07-26,2024-08-04,2024-08-26,2024-08-28,2024-08-30,2024-10-01,9,24,2,32,67,False,False,Jul,7,Q3
TXN0376,PR0376,PO0376,GR0376,INV0376,V009,BrightSource Co,Raw Materials,Logistics,33,5437.15,179425.95,2024-05-28,2024-06-03,2024-06-26,2024-06-24,2024-06-26,2024-08-10,6,21,2,45,74,True,False,May,5,Q2
TXN0377,PR0377,PO0377,GR0377,INV0377,V003,SwiftLogistics Co,Raw Materials,Logistics,12,28751.51,345018.12,2024-09-20,2024-09-30,2024-10-28,2024-11-02,2024-11-04,2024-12-14,10,33,2,40,85,False,False,Sep,9,Q3
TXN0378,PR0378,PO0378,GR0378,INV0378,V008,CoreTrade Inc,IT Equipment,Procurement,15,23486.26,352293.9,2024-07-02,2024-07-08,2024-07-22,2024-07-20,2024-07-22,2024-09-26,6,12,2,66,86,True,False,Jul,7,Q3
TXN0379,PR0379,PO0379,GR0379,INV0379,V001,TechSupply Pvt Ltd,Utilities,Logistics,3,29514.74,88544.22,2024-07-17,2024-07-23,2024-08-02,2024-08-04,2024-08-09,2024-09-11,6,12,5,33,56,False,False,Jul,7,Q3
TXN0380,PR0380,PO0380,GR0380,INV0380,V007,ZenithSupplies Ltd,Consumables,Operations,42,4095.93,172029.06,2024-05-14,2024-05-24,2024-06-20,2024-06-25,2024-06-26,2024-08-02,10,32,1,37,80,False,False,May,5,Q2
TXN0381,PR0381,PO0381,GR0381,INV0381,V006,AlphaGoods Pvt Ltd,Marketing,R&D,23,62528.5,1438155.5,2024-04-24,2024-05-02,2024-05-28,2024-05-26,2024-05-28,2024-07-14,8,24,2,47,81,True,False,Apr,4,Q2
TXN0382,PR0382,PO0382,GR0382,INV0382,V004,PrimeMaterials Ltd,Marketing,HR,10,28933.44,289334.4,2024-02-09,2024-02-15,2024-03-12,2024-03-14,2024-03-15,2024-05-22,6,28,1,68,103,False,False,Feb,2,Q1
TXN0383,PR0383,PO0383,GR0383,INV0383,V008,CoreTrade Inc,Office Supplies,Logistics,31,1211.38,37552.78,2024-06-18,2024-06-21,2024-07-18,2024-07-23,2024-07-24,2024-09-21,3,32,1,59,95,False,False,Jun,6,Q2
TXN0384,PR0384,PO0384,GR0384,INV0384,V010,Pinnacle Supplies,Raw Materials,Finance,10,3739.69,37396.9,2024-03-23,2024-03-28,2024-04-09,2024-04-11,2024-04-15,2024-05-10,5,14,4,25,48,False,False,Mar,3,Q1
TXN0385,PR0385,PO0385,GR0385,INV0385,V008,CoreTrade Inc,Office Supplies,Procurement,39,4965.32,193647.48,2024-05-25,2024-06-02,2024-06-14,2024-06-14,2024-06-18,2024-08-17,8,12,4,60,84,True,False,May,5,Q2
TXN0386,PR0386,PO0386,GR0386,INV0386,V006,AlphaGoods Pvt Ltd,Maintenance,Operations,30,25071.73,752151.9,2024-09-18,2024-09-20,2024-10-04,2024-10-04,2024-10-06,2024-11-21,2,14,2,46,64,True,True,Sep,9,Q3
TXN0387,PR0387,PO0387,GR0387,INV0387,V003,SwiftLogistics Co,Marketing,R&D,39,18785.44,732632.16,2024-09-24,2024-10-02,2024-10-28,2024-10-30,2024-11-06,2024-12-04,8,28,7,28,71,False,False,Sep,9,Q3
TXN0388,PR0388,PO0388,GR0388,INV0388,V010,Pinnacle Supplies,Utilities,Operations,35,25688.04,899081.4,2024-02-17,2024-02-24,2024-03-18,2024-03-18,2024-03-25,2024-05-02,7,23,7,38,75,True,True,Feb,2,Q1
TXN0389,PR0389,PO0389,GR0389,INV0389,V006,AlphaGoods Pvt Ltd,Utilities,R&D,38,25115.53,954390.14,2024-04-27,2024-05-07,2024-05-17,2024-05-17,2024-05-20,2024-07-06,10,10,3,47,70,True,False,Apr,4,Q2
TXN0390,PR0390,PO0390,GR0390,INV0390,V005,NexaVendors Corp,Maintenance,R&D,13,3202.37,41630.81,2024-02-12,2024-02-13,2024-03-09,2024-03-11,2024-03-16,2024-04-16,1,27,5,31,64,False,True,Feb,2,Q1
TXN0391,PR0391,PO0391,GR0391,INV0391,V002,GlobalProcure Inc,Software Licenses,Marketing,10,48346.44,483464.4,2024-06-10,2024-06-20,2024-07-05,2024-07-05,2024-07-10,2024-08-30,10,15,5,51,81,True,False,Jun,6,Q2
TXN0392,PR0392,PO0392,GR0392,INV0392,V007,ZenithSupplies Ltd,Software Licenses,Procurement,36,80540.96,2899474.56,2024-05-21,2024-05-29,2024-06-10,2024-06-10,2024-06-15,2024-07-19,8,12,5,34,59,True,False,May,5,Q2
TXN0393,PR0393,PO0393,GR0393,INV0393,V002,GlobalProcure Inc,Software Licenses,Operations,48,30679.42,1472612.16,2024-06-25,2024-06-28,2024-07-08,2024-07-08,2024-07-12,2024-08-22,3,10,4,41,58,True,False,Jun,6,Q2
TXN0394,PR0394,PO0394,GR0394,INV0394,V002,GlobalProcure Inc,Software Licenses,Finance,10,52450.18,524501.8,2024-03-23,2024-04-02,2024-04-22,2024-04-20,2024-04-23,2024-06-04,10,18,3,42,73,True,False,Mar,3,Q1
TXN0395,PR0395,PO0395,GR0395,INV0395,V010,Pinnacle Supplies,Software Licenses,R&D,42,56890.5,2389401.0,2024-01-20,2024-01-30,2024-02-07,2024-02-17,2024-02-24,2024-04-04,10,18,7,40,75,False,False,Jan,1,Q1
TXN0396,PR0396,PO0396,GR0396,INV0396,V009,BrightSource Co,IT Equipment,Procurement,19,41290.78,784524.82,2024-08-12,2024-08-22,2024-09-14,2024-09-16,2024-09-18,2024-10-29,10,25,2,41,78,False,False,Aug,8,Q3
TXN0397,PR0397,PO0397,GR0397,INV0397,V003,SwiftLogistics Co,Logistics,Finance,6,79761.29,478567.74,2024-07-03,2024-07-10,2024-07-28,2024-07-30,2024-08-03,2024-08-28,7,20,4,25,56,False,False,Jul,7,Q3
TXN0398,PR0398,PO0398,GR0398,INV0398,V009,BrightSource Co,Office Supplies,HR,38,1870.86,71092.68,2024-02-05,2024-02-10,2024-02-24,2024-02-26,2024-02-28,2024-04-20,5,16,2,52,75,False,False,Feb,2,Q1
TXN0399,PR0399,PO0399,GR0399,INV0399,V007,ZenithSupplies Ltd,Maintenance,Operations,33,6939.2,228993.6,2024-01-03,2024-01-05,2024-01-28,2024-01-28,2024-01-29,2024-03-02,2,23,1,33,59,True,False,Jan,1,Q1
TXN0400,PR0400,PO0400,GR0400,INV0400,V008,CoreTrade Inc,Consumables,HR,25,5850.1,146252.5,2024-10-02,2024-10-06,2024-10-23,2024-11-02,2024-11-06,2024-12-31,4,27,4,55,90,False,False,Oct,10,Q4
TXN0401,PR0401,PO0401,GR0401,INV0401,V002,GlobalProcure Inc,Office Supplies,HR,25,3241.58,81039.5,2024-09-03,2024-09-07,2024-10-05,2024-10-07,2024-10-14,2024-12-04,4,30,7,51,92,False,False,Sep,9,Q3
TXN0402,PR0402,PO0402,GR0402,INV0402,V005,NexaVendors Corp,Marketing,Finance,16,40176.43,642822.88,2024-09-21,2024-09-28,2024-10-26,2024-10-28,2024-10-31,2024-11-30,7,30,3,30,70,False,True,Sep,9,Q3
TXN0403,PR0403,PO0403,GR0403,INV0403,V004,PrimeMaterials Ltd,Professional Services,Marketing,37,68433.64,2532044.68,2024-08-31,2024-09-04,2024-09-26,2024-09-28,2024-09-30,2024-12-02,4,24,2,63,93,False,False,Aug,8,Q3
TXN0404,PR0404,PO0404,GR0404,INV0404,V004,PrimeMaterials Ltd,Logistics,Procurement,40,31702.05,1268082.0,2024-04-15,2024-04-17,2024-04-27,2024-05-07,2024-05-13,2024-07-22,2,20,6,70,98,False,False,Apr,4,Q2
TXN0405,PR0405,PO0405,GR0405,INV0405,V008,CoreTrade Inc,Marketing,Finance,24,77514.76,1860354.24,2024-01-04,2024-01-12,2024-02-06,2024-02-11,2024-02-15,2024-04-18,8,30,4,63,105,False,False,Jan,1,Q1
TXN0406,PR0406,PO0406,GR0406,INV0406,V001,TechSupply Pvt Ltd,Logistics,Operations,34,64945.24,2208138.16,2024-07-22,2024-07-30,2024-08-23,2024-08-21,2024-08-24,2024-09-23,8,22,3,30,63,True,False,Jul,7,Q3
TXN0407,PR0407,PO0407,GR0407,INV0407,V006,AlphaGoods Pvt Ltd,Office Supplies,Logistics,45,240.41,10818.45,2024-08-22,2024-08-26,2024-09-14,2024-09-16,2024-09-19,2024-11-06,4,21,3,48,76,False,False,Aug,8,Q3
TXN0408,PR0408,PO0408,GR0408,INV0408,V004,PrimeMaterials Ltd,Marketing,HR,18,60790.68,1094232.24,2024-04-05,2024-04-15,2024-05-02,2024-05-02,2024-05-06,2024-07-13,10,17,4,68,99,True,False,Apr,4,Q2
TXN0409,PR0409,PO0409,GR0409,INV0409,V005,NexaVendors Corp,Professional Services,R&D,29,52380.06,1519021.74,2024-07-09,2024-07-12,2024-08-06,2024-08-08,2024-08-15,2024-09-17,3,27,7,33,70,False,True,Jul,7,Q3
TXN0410,PR0410,PO0410,GR0410,INV0410,V007,ZenithSupplies Ltd,Marketing,R&D,13,24334.5,316348.5,2024-04-30,2024-05-03,2024-05-25,2024-05-30,2024-06-01,2024-06-30,3,27,2,29,61,False,False,Apr,4,Q2
TXN0411,PR0411,PO0411,GR0411,INV0411,V008,CoreTrade Inc,Marketing,Marketing,20,36109.09,722181.8,2024-09-21,2024-10-01,2024-10-09,2024-10-09,2024-10-15,2024-12-15,10,8,6,61,85,True,False,Sep,9,Q3
TXN0412,PR0412,PO0412,GR0412,INV0412,V008,CoreTrade Inc,Utilities,IT,48,13366.41,641587.68,2024-05-10,2024-05-16,2024-06-03,2024-06-05,2024-06-12,2024-08-06,6,20,7,55,88,False,False,May,5,Q2
TXN0413,PR0413,PO0413,GR0413,INV0413,V010,Pinnacle Supplies,Office Supplies,Marketing,13,2968.9,38595.7,2024-07-29,2024-08-07,2024-08-19,2024-08-29,2024-09-01,2024-10-11,9,22,3,40,74,False,False,Jul,7,Q3
TXN0414,PR0414,PO0414,GR0414,INV0414,V010,Pinnacle Supplies,Office Supplies,R&D,19,2426.01,46094.19,2024-08-16,2024-08-19,2024-08-31,2024-09-02,2024-09-05,2024-10-12,3,14,3,37,57,False,False,Aug,8,Q3
TXN0415,PR0415,PO0415,GR0415,INV0415,V006,AlphaGoods Pvt Ltd,Office Supplies,Operations,15,1704.71,25570.65,2024-02-06,2024-02-11,2024-03-11,2024-03-11,2024-03-17,2024-05-10,5,29,6,54,94,True,False,Feb,2,Q1
TXN0416,PR0416,PO0416,GR0416,INV0416,V007,ZenithSupplies Ltd,Consumables,Logistics,11,2246.92,24716.12,2024-07-04,2024-07-05,2024-07-16,2024-07-18,2024-07-24,2024-08-20,1,13,6,27,47,False,False,Jul,7,Q3
TXN0417,PR0417,PO0417,GR0417,INV0417,V002,GlobalProcure Inc,Raw Materials,R&D,7,4125.83,28880.81,2024-04-17,2024-04-25,2024-05-19,2024-05-17,2024-05-24,2024-07-05,8,22,7,42,79,True,False,Apr,4,Q2
TXN0418,PR0418,PO0418,GR0418,INV0418,V002,GlobalProcure Inc,Maintenance,Operations,42,37468.81,1573690.02,2024-02-23,2024-03-01,2024-03-17,2024-03-17,2024-03-23,2024-05-06,7,16,6,44,73,True,False,Feb,2,Q1
TXN0419,PR0419,PO0419,GR0419,INV0419,V001,TechSupply Pvt Ltd,Marketing,Operations,3,82317.5,246952.5,2024-03-08,2024-03-14,2024-04-05,2024-04-05,2024-04-12,2024-05-15,6,22,7,33,68,True,False,Mar,3,Q1
TXN0420,PR0420,PO0420,GR0420,INV0420,V010,Pinnacle Supplies,Raw Materials,Operations,39,23370.63,911454.57,2024-08-15,2024-08-25,2024-09-14,2024-09-16,2024-09-22,2024-10-28,10,22,6,36,74,False,False,Aug,8,Q3
TXN0421,PR0421,PO0421,GR0421,INV0421,V002,GlobalProcure Inc,Marketing,Procurement,29,42481.24,1231955.96,2024-09-03,2024-09-10,2024-09-25,2024-09-25,2024-09-26,2024-11-09,7,15,1,44,67,True,True,Sep,9,Q3
TXN0422,PR0422,PO0422,GR0422,INV0422,V009,BrightSource Co,Maintenance,Logistics,1,28447.49,28447.49,2024-06-25,2024-07-03,2024-07-25,2024-07-25,2024-08-01,2024-09-19,8,22,7,49,86,True,False,Jun,6,Q2
TXN0423,PR0423,PO0423,GR0423,INV0423,V004,PrimeMaterials Ltd,IT Equipment,Marketing,27,134091.88,3620480.76,2024-04-28,2024-05-05,2024-05-24,2024-05-24,2024-05-30,2024-08-05,7,19,6,67,99,True,False,Apr,4,Q2
